"PANTONE 8402 C","8402","#686866"
"PANTONE 8403 C","8403","#5c5b5a"
"PANTONE 8404 C","8404","#56504b"
"PANTONE 8405 C","8405","#524941"
"PANTONE 8420 C","8420","#928b8d"
"PANTONE 8421 C","8421","#7d7879"
"PANTONE 8422 C","8422","#746d6d"
"PANTONE 8423 C","8423","#686061"
"PANTONE 8424 C","8424","#625550"
"PANTONE 8425 C","8425","#604f48"
"PANTONE 8440 C","8440","#9c8386"
"PANTONE 8441 C","8441","#a07b7c"
"PANTONE 8442 C","8442","#a47172"
"PANTONE 8443 C","8443","#ac6867"
"PANTONE 8444 C","8444","#af5b53"
"PANTONE 8445 C","8445","#b15344"
"PANTONE 8460 C","8460","#89838e"
"PANTONE 8461 C","8461","#867784"
"PANTONE 8462 C","8462","#806a7b"
"PANTONE 8463 C","8463","#775d6e"
"PANTONE 8464 C","8464","#76525f"
"PANTONE 8465 C","8465","#734d57"
"PANTONE 8480 C","8480","#44647f"
"PANTONE 8481 C","8481","#4d607f"
"PANTONE 8482 C","8482","#355672"
"PANTONE 8483 C","8483","#20476c"
"PANTONE 8484 C","8484","#245581"
"PANTONE 8485 C","8485","#2a5c8a"
"PANTONE 8500 C","8500","#707f7d"
"PANTONE 8501 C","8501","#5e7c75"
"PANTONE 8502 C","8502","#4a646c"
"PANTONE 8503 C","8503","#34414d"
"PANTONE 8504 C","8504","#384c60"
"PANTONE 8505 C","8505","#3c556b"
"PANTONE 8520 C","8520","#78755d"
"PANTONE 8521 C","8521","#56584a"
"PANTONE 8522 C","8522","#474f44"
"PANTONE 8523 C","8523","#35413b"
"PANTONE 8524 C","8524","#3c4c4a"
"PANTONE 8525 C","8525","#435556"
"PANTONE 8540 C","8540","#864c4d"
"PANTONE 8541 C","8541","#704547"
"PANTONE 8542 C","8542","#643338"
"PANTONE 8543 C","8543","#623447"
"PANTONE 8544 C","8544","#663f53"
"PANTONE 8545 C","8545","#624355"
"PANTONE 8560 C","8560","#815649"
"PANTONE 8561 C","8561","#7a4a49"
"PANTONE 8562 C","8562","#734044"
"PANTONE 8563 C","8563","#72433d"
"PANTONE 8564 C","8564","#794f4e"
"PANTONE 8565 C","8565","#7a5556"
"PANTONE 8580 C","8580","#956e42"
"PANTONE 8581 C","8581","#855e3a"
"PANTONE 8582 C","8582","#7f5732"
"PANTONE 8583 C","8583","#6f4726"
"PANTONE 8584 C","8584","#6c4930"
"PANTONE 8585 C","8585","#77563d"
"PANTONE 8600 C","8600","#5e5959"
"PANTONE 8601 C","8601","#514847"
"PANTONE 8602 C","8602","#433e45"
"PANTONE 8603 C","8603","#36333d"
"PANTONE 8604 C","8604","#3a3e4d"
"PANTONE 8605 C","8605","#40485b"
"PANTONE 8620 C","8620","#7a634e"
"PANTONE 8621 C","8621","#695643"
"PANTONE 8622 C","8622","#5a4839"
"PANTONE 8623 C","8623","#4e443d"
"PANTONE 8624 C","8624","#453c37"
"PANTONE 8625 C","8625","#48413d"
"PANTONE 8640 C","8640","#9c7c38"
"PANTONE 8641 C","8641","#a4842b"
"PANTONE 8642 C","8642","#ae8b1a"
"PANTONE 8643 C","8643","#ad8800"
"PANTONE 8644 C","8644","#a88c25"
"PANTONE 8645 C","8645","#a18f33"
"PANTONE 8660 C","8660","#8d7535"
"PANTONE 8661 C","8661","#89791c"
"PANTONE 8662 C","8662","#857d1e"
"PANTONE 8663 C","8663","#7d810f"
"PANTONE 8664 C","8664","#838e2d"
"PANTONE 8665 C","8665","#82913a"
"PANTONE 8680 C","8680","#7d7947"
"PANTONE 8681 C","8681","#797b39"
"PANTONE 8682 C","8682","#6d7f31"
"PANTONE 8683 C","8683","#648f32"
"PANTONE 8684 C","8684","#5f8a3c"
"PANTONE 8685 C","8685","#628d49"
"PANTONE 8700 C","8700","#72754e"
"PANTONE 8701 C","8701","#6a7a47"
"PANTONE 8702 C","8702","#577f46"
"PANTONE 8703 C","8703","#3e8241"
"PANTONE 8704 C","8704","#458754"
"PANTONE 8705 C","8705","#4a895f"
"PANTONE 8720 C","8720","#56735a"
"PANTONE 8721 C","8721","#5b795b"
"PANTONE 8722 C","8722","#45775b"
"PANTONE 8723 C","8723","#298662"
"PANTONE 8724 C","8724","#319177"
"PANTONE 8725 C","8725","#359280"
"PANTONE 8740 C","8740","#4d6b63"
"PANTONE 8741 C","8741","#336d62"
"PANTONE 8742 C","8742","#336e65"
"PANTONE 8743 C","8743","#007073"
"PANTONE 8744 C","8744","#007982"
"PANTONE 8745 C","8745","#0a7e8c"
"PANTONE 8760 C","8760","#2d6d71"
"PANTONE 8761 C","8761","#006573"
"PANTONE 8762 C","8762","#345e69"
"PANTONE 8763 C","8763","#005671"
"PANTONE 8764 C","8764","#176180"
"PANTONE 8765 C","8765","#21688a"
"PANTONE 8780 C","8780","#463f5f"
"PANTONE 8781 C","8781","#3d4363"
"PANTONE 8782 C","8782","#3a3c7b"
"PANTONE 8783 C","8783","#2a3b6f"
"PANTONE 8784 C","8784","#30457d"
"PANTONE 8785 C","8785","#334e89"
"PANTONE 8800 C","8800","#5d3a5e"
"PANTONE 8801 C","8801","#573a5e"
"PANTONE 8802 C","8802","#482d61"
"PANTONE 8803 C","8803","#4e2c60"
"PANTONE 8804 C","8804","#553973"
"PANTONE 8805 C","8805","#58427c"
"PANTONE 8820 C","8820","#8a415d"
"PANTONE 8821 C","8821","#893360"
"PANTONE 8822 C","8822","#6d375c"
